tiempo,a_x,a_y,a_z,a_mod
1.946349999999999909e+02,-1.996911827045626600e-02,9.300760555877525537e-02,9.799537995092912013e+00,9.799999698859480191e+00
1.946699999999999875e+02,-1.997210559437318997e-02,9.301071257043594387e-02,9.799538256958417293e+00,9.799999996288079274e+00
1.946999999999999886e+02,-1.997524747410789336e-02,9.301398210428947488e-02,9.799538519584464424e+00,9.800000296336639494e+00
1.947350000000000136e+02,-1.997226989508288364e-02,9.301088753684995380e-02,9.799538262734085237e+00,9.800000004058903258e+00
1.947649999999999864e+02,-1.996911226197556691e-02,9.300759915486538076e-02,9.799537994095510740e+00,9.799999697789104403e+00
1.948000000000000114e+02,-1.997214221786694499e-02,9.301075136247785591e-02,9.799538257631715155e+00,9.799999997404153618e+00
1.948350000000000080e+02,-1.997224166657040820e-02,9.301085747057269426e-02,9.799538259702369913e+00,9.800000000684446988e+00
1.948650000000000091e+02,-1.997222928513147852e-02,9.301084439985779495e-02,9.799538259887725644e+00,9.800000000720507032e+00
1.949000000000000057e+02,-1.997214698515480114e-02,9.301075737211306205e-02,9.799538258217708631e+00,9.799999998056872386e+00
1.949300000000000068e+02,-1.997527147740359513e-02,9.301400860298290885e-02,9.799538522655957706e+00,9.800000299708418794e+00
1.949650000000000034e+02,-1.997224313043981583e-02,9.301085981136418546e-02,9.799538263741563782e+00,9.800000004748650184e+00
1.950000000000000000e+02,-1.997527049863241297e-02,9.301400846949853252e-02,9.799538523910172216e+00,9.800000300959313293e+00
1.950300000000000011e+02,-1.997525308088969262e-02,9.301399119043157748e-02,9.799538523487440145e+00,9.800000300337098125e+00
1.950649999999999977e+02,-1.996911758608743703e-02,9.300760459653474588e-02,9.799537996546742846e+00,9.799999700302715055e+00
1.950949999999999989e+02,-1.997225840544161052e-02,9.301087655259147879e-02,9.799538264906130891e+00,9.800000006103180894e+00
1.951299999999999955e+02,-1.997215484407764002e-02,9.301076569097774249e-02,9.799538257268505248e+00,9.799999997202682778e+00
1.951649999999999920e+02,-1.997223180356096431e-02,9.301084785946027444e-02,9.799538259198813606e+00,9.800000000069594819e+00
1.951949999999999932e+02,-1.997193627319950732e-02,9.301053191567765221e-02,9.799538243321155306e+00,9.799999980591817206e+00
1.952299999999999898e+02,-1.997213834445063160e-02,9.301074832132957826e-02,9.799538256331063124e+00,9.799999996066805608e+00
1.952599999999999909e+02,-1.997215679799747151e-02,9.301076798303402338e-02,9.799538255770888995e+00,9.799999995730873437e+00
1.952949999999999875e+02,-1.997222720796185125e-02,9.301084357508285216e-02,9.799538261493452751e+00,9.800000002314098069e+00
1.953300000000000125e+02,-1.997214635424833865e-02,9.301075779030983093e-02,9.799538256880381937e+00,9.799999996722291939e+00
1.953600000000000136e+02,-1.997526442243457989e-02,9.301400542532649307e-02,9.799538520285722143e+00,9.800000297293754770e+00
1.953950000000000102e+02,-1.997224917331499872e-02,9.301086710833703086e-02,9.799538260269136103e+00,9.800000001357956236e+00
1.954250000000000114e+02,-1.997195127376481805e-02,9.301054849246012668e-02,9.799538242854502812e+00,9.799999980313085501e+00
1.954600000000000080e+02,-1.997212884190045432e-02,9.301073883476262960e-02,9.799538255850725577e+00,9.799999995477088888e+00
1.954950000000000045e+02,-1.996911286164655339e-02,9.300759772890067334e-02,9.799537998275692274e+00,9.799999701956778608e+00
1.955250000000000057e+02,-1.996912712451675773e-02,9.300761247076574922e-02,9.799537996936127371e+00,9.799999700786248269e+00
1.955600000000000023e+02,-1.997210938575522468e-02,9.301071878398252391e-02,9.799538253438536017e+00,9.799999992835061846e+00
1.955900000000000034e+02,-1.996931378199769819e-02,9.300772865911345610e-02,9.799538092091516717e+00,9.799999797420197112e+00
1.956250000000000000e+02,-1.996913816628775179e-02,9.300762476679123869e-02,9.799537999248094877e+00,9.799999703237302739e+00
1.956599999999999966e+02,-1.997209583919959397e-02,9.301070485782546304e-02,9.799538255229190753e+00,9.799999994465853348e+00
1.956899999999999977e+02,-1.997522586073443088e-02,9.301396666507248667e-02,9.799538516969368729e+00,9.800000293531075712e+00
1.957249999999999943e+02,-1.996914141783585894e-02,9.300762788546411419e-02,9.799537999558074475e+00,9.799999703583491595e+00
1.957549999999999955e+02,-1.996913769279919787e-02,9.300762511184212933e-02,9.799538002599872399e+00,9.799999706591231430e+00
1.957899999999999920e+02,-1.997522852315741088e-02,9.301396925607693933e-02,9.799538514651413124e+00,9.800000291243247119e+00
1.958249999999999886e+02,-1.997226917710271873e-02,9.301089006431649542e-02,9.799538264104313612e+00,9.800000005451593665e+00
1.958549999999999898e+02,-1.997196892332306351e-02,9.301056867942289474e-02,9.799538244009495358e+00,9.799999981695584950e+00
1.958899999999999864e+02,-1.997211455101279357e-02,9.301072486398877237e-02,9.799538255365806805e+00,9.799999994830473682e+00
1.959199999999999875e+02,-1.997213464943987590e-02,9.301074652194946113e-02,9.799538257201664493e+00,9.799999996912758249e+00
1.959550000000000125e+02,-1.997223153988465436e-02,9.301085044167532734e-02,9.799538264440103674e+00,9.800000005334608133e+00
1.959900000000000091e+02,-1.997214221891779884e-02,9.301075464370033019e-02,9.799538255844614909e+00,9.799999995648281725e+00
1.960200000000000102e+02,-1.997215488276131781e-02,9.301076837241088746e-02,9.799538257460659096e+00,9.799999997420355768e+00
1.960550000000000068e+02,-1.997221878992008412e-02,9.301083700333834248e-02,9.799538262795119081e+00,9.800000003536174731e+00
1.960850000000000080e+02,-1.996908475028785074e-02,9.300756956435651812e-02,9.799537997949522961e+00,9.799999701306045807e+00
1.961200000000000045e+02,-1.997522778469330851e-02,9.301397221424141659e-02,9.799538515449793152e+00,9.800000292068162366e+00
1.961550000000000011e+02,-1.996913540338489390e-02,9.300762124855566082e-02,9.799538002022483596e+00,9.799999705972540553e+00
1.961850000000000023e+02,-1.997511195653210725e-02,9.301393236498649297e-02,9.799538426846687855e+00,9.800000202854922904e+00
1.962199999999999989e+02,-1.997212472392463634e-02,9.301073658149783263e-02,9.799538254403010740e+00,9.799999993999664483e+00
1.962500000000000000e+02,-1.997214126990957614e-02,9.301075451228776880e-02,9.799538256728876462e+00,9.799999996529320967e+00
1.962849999999999966e+02,-1.997222766404920316e-02,9.301084717778174138e-02,9.799538263132156146e+00,9.800000003987847208e+00
1.963199999999999932e+02,-1.997216331731338501e-02,9.301077856468514815e-02,9.799538260538279033e+00,9.800000000611754913e+00
1.963499999999999943e+02,-1.997245967761688765e-02,9.301109465210653793e-02,9.799538273438022529e+00,9.800000017114827600e+00
1.963849999999999909e+02,-1.996912884491837750e-02,9.300761402458607163e-02,9.799538002832495209e+00,9.799999706700591062e+00
1.964149999999999920e+02,-1.997225699056556086e-02,9.301087897405929672e-02,9.799538265124535741e+00,9.800000006341674563e+00
1.964499999999999886e+02,-1.997214314587225648e-02,9.301075738551793648e-02,9.799538259399014350e+00,9.799999999230426084e+00
1.964850000000000136e+02,-1.997222365712457426e-02,9.301084338604129198e-02,9.799538261810173623e+00,9.800000002621771955e+00
1.965149999999999864e+02,-1.997505649619131865e-02,9.301387411140178696e-02,9.799538425099147076e+00,9.800000200441523646e+00
1.965500000000000114e+02,-1.997212537354570161e-02,9.301073894358560801e-02,9.799538255078656945e+00,9.799999994699021499e+00
1.965800000000000125e+02,-1.997214286819219003e-02,9.301075723865727396e-02,9.799538256908880030e+00,9.799999996738447905e+00
1.966150000000000091e+02,-1.997194532885249521e-02,9.301054588683148328e-02,9.799538243924478920e+00,9.799999981346166678e+00
1.966500000000000057e+02,-1.997828173053172590e-02,9.301710845452666743e-02,9.799538819964773495e+00,9.800000632561342684e+00
1.966800000000000068e+02,-1.997207397241619956e-02,9.301068400645448597e-02,9.799538254336903620e+00,9.799999993331146797e+00
1.967150000000000034e+02,-1.997227922744688675e-02,9.301090327889356690e-02,9.799538262382135656e+00,9.800000003875396715e+00
1.967450000000000045e+02,-1.997196389770965891e-02,9.301056657010103867e-02,9.799538248948618246e+00,9.799999986604213120e+00
1.967800000000000011e+02,-1.996929258859276787e-02,9.300771013206156346e-02,9.799538093732584443e+00,9.799999798842168985e+00
1.968149999999999977e+02,-1.997227492536285051e-02,9.301089936832955540e-02,9.799538265819068172e+00,9.800000007266284285e+00
1.968449999999999989e+02,-1.997225330251974074e-02,9.301087621256536042e-02,9.799538263420123130e+00,9.800000004603615977e+00
1.968799999999999955e+02,-1.997211961079914735e-02,9.301073391823790060e-02,9.799538255728077019e+00,9.799999995288970922e+00
1.969099999999999966e+02,-1.997213745233551371e-02,9.301075260930687094e-02,9.799538257823472875e+00,9.799999997598025203e+00
1.969449999999999932e+02,-1.996910486866740331e-02,9.300758957770005608e-02,9.799538003126041730e+00,9.799999706713252934e+00
1.969799999999999898e+02,-1.997214742011754751e-02,9.301076323702114901e-02,9.799538255894875149e+00,9.799999995790697582e+00
1.970099999999999909e+02,-1.997243629095934656e-02,9.301107203851759209e-02,9.799538275484827921e+00,9.800000018899250875e+00
1.970449999999999875e+02,-1.996914405210866231e-02,9.300762933451457715e-02,9.799538005590505918e+00,9.799999709634759526e+00
1.970749999999999886e+02,-1.997226494031154390e-02,9.301088939507774767e-02,9.799538264137110488e+00,9.800000005469401643e+00
1.971100000000000136e+02,-1.997520237308911956e-02,9.301395264516175432e-02,9.799538510964001858e+00,9.800000287345051575e+00
1.971450000000000102e+02,-1.997510144054266343e-02,9.301392418550244456e-02,9.799538429159937891e+00,9.800000205068995385e+00
1.971750000000000114e+02,-1.996915196368804352e-02,9.300763806712088189e-02,9.799538007766960490e+00,9.799999711910109212e+00
1.972100000000000080e+02,-1.997211477775836380e-02,9.301072920657216248e-02,9.799538255453901670e+00,9.799999994960241878e+00
1.972400000000000091e+02,-1.997522851642750258e-02,9.301397921466174334e-02,9.799538509724792235e+00,9.800000286411364669e+00
1.972750000000000057e+02,-1.996913514369122802e-02,9.300762069953641409e-02,9.799538005010706598e+00,9.799999708954883815e+00
1.973100000000000023e+02,-1.997521332215845477e-02,9.301396481064053146e-02,9.799538511833155496e+00,9.800000288351947475e+00
1.973400000000000034e+02,-1.997520944888577649e-02,9.301396005847219206e-02,9.799538510540928726e+00,9.800000287006781718e+00
1.973750000000000000e+02,-1.997226239270354781e-02,9.301088753250065511e-02,9.799538262962952828e+00,9.800000004272430232e+00
1.974050000000000011e+02,-1.997507153498178506e-02,9.301389310642391162e-02,9.799538428648062904e+00,9.800000204201211318e+00
1.974399999999999977e+02,-1.996652145498955047e-02,9.300474886945481190e-02,9.799537929129373381e+00,9.799999600496752450e+00
1.974749999999999943e+02,-1.996916431774621234e-02,9.300765143324027373e-02,9.799538009139052264e+00,9.799999713434161208e+00
1.975049999999999955e+02,-1.996916373869909653e-02,9.300765096710611468e-02,9.799538008095499464e+00,9.799999712385053741e+00
1.975399999999999920e+02,-1.997211228317357506e-02,9.301072737699535298e-02,9.799538252915038328e+00,9.799999992399049731e+00
1.975699999999999932e+02,-1.997521623040662830e-02,9.301396882711458758e-02,9.799538510251306178e+00,9.800000286814221084e+00
1.976049999999999898e+02,-1.996913589029805300e-02,9.300762254200739543e-02,9.799538007455197430e+00,9.799999711418266202e+00
1.976399999999999864e+02,-1.997212384291814635e-02,9.301074032221545718e-02,9.799538256108384360e+00,9.799999995738664538e+00
1.976699999999999875e+02,-1.997214122321897337e-02,9.301075898668416386e-02,9.799538256870835795e+00,9.799999996713642858e+00
1.977050000000000125e+02,-1.997222038929591034e-02,9.301084380262486517e-02,9.799538261714211274e+00,9.800000002523109544e+00
1.977350000000000136e+02,-1.996909702706893205e-02,9.300758110109649812e-02,9.799538004462977625e+00,9.799999707953698902e+00
1.977700000000000102e+02,-1.997523656512365658e-02,9.301399074089787555e-02,9.799538510954475257e+00,9.800000287766794216e+00
1.978050000000000068e+02,-1.997223431033496449e-02,9.301085911505811710e-02,9.799538263459226073e+00,9.800000004441741908e+00
1.978350000000000080e+02,-1.997193949891652373e-02,9.301054377730917644e-02,9.799538245260773550e+00,9.799999982650495767e+00
1.978700000000000045e+02,-1.997211877718296780e-02,9.301073568254235313e-02,9.799538256095974731e+00,9.799999995671896613e+00
1.979000000000000057e+02,-1.997522166858868228e-02,9.301397691447593763e-02,9.799538509221646265e+00,9.800000285872453532e+00
1.979350000000000023e+02,-1.996913468415047535e-02,9.300761946667322755e-02,9.799538007459638322e+00,9.799999711391063073e+00
1.979699999999999989e+02,-1.997212732016248951e-02,9.301074510719962996e-02,9.799538256138315973e+00,9.799999995821094601e+00
1.980000000000000000e+02,-1.997214463067098489e-02,9.301076362851254387e-02,9.799538256253258695e+00,9.799999996147095160e+00
1.980349999999999966e+02,-1.997221378907148431e-02,9.301083799648812711e-02,9.799538262998161997e+00,9.800000003738443155e+00
1.980649999999999977e+02,-1.997220637342693103e-02,9.301083008873829716e-02,9.799538261871736822e+00,9.800000002521906950e+00
1.980999999999999943e+02,-1.997217045037252489e-02,9.301079166459252923e-02,9.799538258645648980e+00,9.799999998858080374e+00
1.981349999999999909e+02,-1.996908500315035251e-02,9.300756759173384181e-02,9.799538005754719450e+00,9.799999709092668709e+00
1.981649999999999920e+02,-1.997221269603323066e-02,9.301083725843375949e-02,9.799538262961588586e+00,9.800000003692639794e+00
1.981999999999999886e+02,-1.997216443462538488e-02,9.301078558955898357e-02,9.799538258545311464e+00,9.799999998687829006e+00
1.982299999999999898e+02,-1.997216971866048671e-02,9.301079134054635045e-02,9.799538258870816421e+00,9.799999999078670143e+00
1.982649999999999864e+02,-1.997219777740949498e-02,9.301082130471037546e-02,9.799538258904531673e+00,9.799999999453953947e+00
1.983000000000000114e+02,-1.997217547308297383e-02,9.301079781939181057e-02,9.799538260110189469e+00,9.800000000391202448e+00
1.983300000000000125e+02,-1.997525731083999237e-02,9.301401778658978381e-02,9.799538511582317923e+00,9.800000288693588857e+00
1.983650000000000091e+02,-1.997221038142157554e-02,9.301083528892055419e-02,9.799538261278273765e+00,9.800000001985992526e+00
1.983950000000000102e+02,-1.997220066131765587e-02,9.301082513156778975e-02,9.799538262061988192e+00,9.800000002653458608e+00
1.984300000000000068e+02,-1.996934213986115147e-02,9.300776934300042376e-02,9.799538095207235955e+00,9.799999800979668052e+00
1.984650000000000034e+02,-1.997224296736926571e-02,9.301087023365560424e-02,9.799538260736762041e+00,9.800000001842574804e+00
1.984950000000000045e+02,-1.997225169995275537e-02,9.301087993434208057e-02,9.799538263751477629e+00,9.800000004967012401e+00
1.985300000000000011e+02,-1.997210932670875211e-02,9.301072837355769951e-02,9.799538255535152231e+00,9.799999995022472987e+00
1.985600000000000023e+02,-1.997520854215182814e-02,9.301396870163439190e-02,9.799538505396322208e+00,9.800000281942603308e+00
1.985949999999999989e+02,-1.997224886424671039e-02,9.301087699345987614e-02,9.799538261128244443e+00,9.800000002310213176e+00
1.986299999999999955e+02,-1.997213502419121003e-02,9.301075576874270889e-02,9.799538258561261372e+00,9.799999998360815923e+00
1.986599999999999966e+02,-1.997523408751864654e-02,9.301399530857649978e-02,9.799538506669808413e+00,9.800000283520631683e+00
1.986949999999999932e+02,-1.997221894049946642e-02,9.301084541956569640e-02,9.799538260286498215e+00,9.800000001107857628e+00
1.987249999999999943e+02,-1.996933502543379521e-02,9.300782475127272741e-02,9.799538033600846632e+00,9.799999739887541139e+00
1.987599999999999909e+02,-1.997195670028756656e-02,9.301056473960027382e-02,9.799538245001800263e+00,9.799999982625539729e+00
1.987949999999999875e+02,-1.997030503599173112e-02,9.300882157350295887e-02,9.799538130945727232e+00,9.799999848664947777e+00
1.988249999999999886e+02,-1.997062307336674655e-02,9.300914810152978440e-02,9.799538158179844416e+00,9.799999879644863299e+00
1.988600000000000136e+02,-1.997121847529224892e-02,9.300977635806757793e-02,9.799538203259677616e+00,9.799999931898545569e+00
1.988899999999999864e+02,-1.996943343684246322e-02,9.300786801149686644e-02,9.799538100016659925e+00,9.799999806911321443e+00
1.989250000000000114e+02,-1.997325733609086468e-02,9.301195756845385965e-02,9.799538324370329789e+00,9.800000077860314462e+00
1.989600000000000080e+02,-1.997262800379030409e-02,9.301128400105881933e-02,9.799538285886828959e+00,9.800000031703197223e+00
1.989900000000000091e+02,-1.997106658556043607e-02,9.300961448741788817e-02,9.799538193717506118e+00,9.799999920511011098e+00
1.990250000000000057e+02,-1.997331040245136149e-02,9.301201448425211460e-02,9.799538324398394451e+00,9.800000078536720949e+00
1.990550000000000068e+02,-1.997230639649640732e-02,9.301094067181861491e-02,9.799538266002729259e+00,9.800000007906083610e+00
1.990900000000000034e+02,-1.997180489080812096e-02,9.301040429560047951e-02,9.799538237507007921e+00,9.799999973298968214e+00
1.991250000000000000e+02,-1.997332047456934143e-02,9.301202570715134954e-02,9.799538325169814712e+00,9.800000079435148947e+00
1.991550000000000011e+02,-1.997293286512499128e-02,9.301161132096932849e-02,9.799538303598520628e+00,9.800000053141955547e+00
1.991899999999999977e+02,-1.997105457353316391e-02,9.300960260077360819e-02,9.799538193567665090e+00,9.799999920223886107e+00
1.992199999999999989e+02,-1.997122702326927651e-02,9.300978713136710818e-02,9.799538204240420214e+00,9.799999932998908037e+00
1.992549999999999955e+02,-1.997288297227296436e-02,9.301155814017940393e-02,9.799538299179783252e+00,9.800000048117004425e+00
1.992899999999999920e+02,-1.997172637753603236e-02,9.301032117091584395e-02,9.799538231763333940e+00,9.799999966606636193e+00
1.993199999999999932e+02,-1.997184925384068790e-02,9.301045266019002111e-02,9.799538239189169886e+00,9.799999975530480967e+00
1.993549999999999898e+02,-1.997242791244422180e-02,9.301107147086111471e-02,9.799538271623005059e+00,9.800000015015145394e+00
1.993849999999999909e+02,-1.997236153254116492e-02,9.301100051120766987e-02,9.799538267803523439e+00,9.800000010387089233e+00
1.994199999999999875e+02,-1.997206780519425115e-02,9.301068638223028429e-02,9.799538250516237170e+00,9.799999989520639332e+00
1.994550000000000125e+02,-1.997226621180942310e-02,9.301089876717186233e-02,9.799538263528516424e+00,9.800000004952376997e+00
1.994850000000000136e+02,-1.997224141591535246e-02,9.301087237340403824e-02,9.799538263028539475e+00,9.800000004151389277e+00
1.995200000000000102e+02,-1.997214074732411512e-02,9.301076462800716982e-02,9.799538256101337552e+00,9.799999995996753199e+00
1.995500000000000114e+02,-1.997215071607888817e-02,9.301077537123735028e-02,9.799538257218499027e+00,9.799999997236140459e+00
1.995850000000000080e+02,-1.997220165526655128e-02,9.301082989071940421e-02,9.799538260255710398e+00,9.800000000894460328e+00
1.996200000000000045e+02,-1.997216617943644440e-02,9.301079196211843592e-02,9.799538258021140535e+00,9.799999998227720610e+00
1.996500000000000057e+02,-1.997216554096701777e-02,9.301079156015203131e-02,9.799538260502551168e+00,9.800000000703898095e+00
1.996850000000000023e+02,-1.997218322995548273e-02,9.301081051306504810e-02,9.799538261591033361e+00,9.800000002008259159e+00
1.997150000000000034e+02,-1.997218543123108897e-02,9.301081264271858495e-02,9.799538259294262588e+00,9.799999999736295209e+00
1.997500000000000000e+02,-1.997217466667906144e-02,9.301080125341311400e-02,9.799538259608365109e+00,9.799999999920350646e+00
1.997849999999999966e+02,-1.997218473566092153e-02,9.301081182492082489e-02,9.799538257993537727e+00,9.799999998426452308e+00
1.998149999999999977e+02,-1.997217875584381477e-02,9.301080575711133391e-02,9.799538260624171215e+00,9.800000000987186155e+00
1.998499999999999943e+02,-1.997217827850172531e-02,9.301080511463170886e-02,9.799538259058161671e+00,9.799999999414179541e+00
1.998799999999999955e+02,-1.997217852488696044e-02,9.301080540400855079e-02,9.799538259115806227e+00,9.799999999475069501e+00
1.999149999999999920e+02,-1.997217768507704438e-02,9.301080467051253686e-02,9.799538260430699310e+00,9.800000000781228238e+00
1.999499999999999886e+02,-1.997217648659901923e-02,9.301080342081471941e-02,9.799538260401982726e+00,9.800000000738210204e+00
1.999799999999999898e+02,-1.997218045823290558e-02,9.301080746359823015e-02,9.799538258439961069e+00,9.799999998822745084e+00
2.000149999999999864e+02,-1.997217659934766645e-02,9.301080361783806150e-02,9.799538260706338377e+00,9.800000001044651299e+00
2.000449999999999875e+02,-1.997217968507458002e-02,9.301080675502428063e-02,9.799538259092635428e+00,9.799999999467088330e+00
2.000800000000000125e+02,-1.997217850179919957e-02,9.301080556579342795e-02,9.799538259525988337e+00,9.799999999886722435e+00
2.001150000000000091e+02,-1.997218341470901812e-02,9.301081057007797026e-02,9.799538257124940088e+00,9.799999997543293873e+00
2.001450000000000102e+02,-1.997217898020127447e-02,9.301080610254341963e-02,9.799538259362453374e+00,9.799999999729264388e+00
2.001800000000000068e+02,-1.997217882790706597e-02,9.301080596672650636e-02,9.799538259376319616e+00,9.799999999741530132e+00
2.002100000000000080e+02,-1.997217598050542858e-02,9.301080311214321439e-02,9.799538260819696589e+00,9.800000001151943252e+00
2.002450000000000045e+02,-1.997218160855793179e-02,9.301080882604571831e-02,9.799538257980964673e+00,9.799999998379044897e+00
2.002800000000000011e+02,-1.997217714842086655e-02,9.301080433429183281e-02,9.799538260223483732e+00,9.800000000569736969e+00
2.003100000000000023e+02,-1.997217868562237153e-02,9.301080590965038475e-02,9.799538259436037180e+00,9.799999999800412809e+00
2.003449999999999989e+02,-1.997217868383119321e-02,9.301080593314844935e-02,9.799538259438604015e+00,9.799999999803198136e+00
2.003750000000000000e+02,-1.997218143371979476e-02,9.301080873321276865e-02,9.799538258033200222e+00,9.799999998430040549e+00
2.004099999999999966e+02,-1.997218294005310979e-02,9.301081027823983327e-02,9.799538257255218099e+00,9.799999997669829099e+00
2.004449999999999932e+02,-1.997217576224946667e-02,9.301080304023111311e-02,9.799538260904135711e+00,9.800000001235250835e+00
2.004749999999999943e+02,-1.997218049063562845e-02,9.301080784120102640e-02,9.799538258492747289e+00,9.799999998879178165e+00
2.005099999999999909e+02,-1.997217806420981817e-02,9.301080540919891282e-02,9.799538259718294952e+00,9.800000000076641626e+00
2.005399999999999920e+02,-1.997217410417256520e-02,9.301080142182717447e-02,9.799538261728416799e+00,9.800000002040754055e+00
2.005749999999999886e+02,-1.997218279244809477e-02,9.301081023369306422e-02,9.799538257302616628e+00,9.799999997716501099e+00
2.006100000000000136e+02,-1.997217683077449901e-02,9.301080422420890392e-02,9.799538260328080952e+00,9.800000000672637768e+00
2.006399999999999864e+02,-1.997217795743375102e-02,9.301080538320394275e-02,9.799538259748965530e+00,9.800000000106846798e+00
2.006750000000000114e+02,-1.997218032277510436e-02,9.301080779704851142e-02,9.799538258540438918e+00,9.799999998926105960e+00
2.007050000000000125e+02,-1.997217874638685872e-02,9.301080622227039796e-02,9.799538259335177415e+00,9.799999999702649234e+00
2.007400000000000091e+02,-1.997217832704299700e-02,9.301080582170924427e-02,9.799538259541167307e+00,9.799999999903972636e+00
2.007750000000000057e+02,-1.997217671233928252e-02,9.301080420729755660e-02,9.799538260359319963e+00,9.800000000703473546e+00
2.008050000000000068e+02,-1.997218107049001865e-02,9.301080863626959294e-02,9.799538258135767066e+00,9.799999998530942946e+00
2.008400000000000034e+02,-1.997217822356441366e-02,9.301080577576026354e-02,9.799538259579003707e+00,9.799999999941160667e+00
2.008700000000000045e+02,-1.997217822122464639e-02,9.301080579251978786e-02,9.799538259574969601e+00,9.799999999937281103e+00
2.009050000000000011e+02,-1.997218101248481384e-02,9.301080863932459364e-02,9.799538258148908554e+00,9.799999998543993840e+00
2.009399999999999977e+02,-1.997217818162134312e-02,9.301080579671792969e-02,9.799538259583957966e+00,9.799999999946226836e+00
2.009699999999999989e+02,-1.997217538022651867e-02,9.301080298214335629e-02,9.799538261003004180e+00,9.800000001332785260e+00
2.010049999999999955e+02,-1.997218251063550415e-02,9.301081021602712606e-02,9.799538257371235517e+00,9.799999997784375694e+00
2.010349999999999966e+02,-1.997218249533186732e-02,9.301081021964434370e-02,9.799538257373601624e+00,9.799999997786745354e+00
2.010699999999999932e+02,-1.997217574993703434e-02,9.301080341780759708e-02,9.799538260798332345e+00,9.800000001133010841e+00
2.011049999999999898e+02,-1.997217531170500382e-02,9.301080299590709644e-02,9.799538261015626972e+00,9.800000001345397393e+00
2.011349999999999909e+02,-1.997217768222971784e-02,9.301080540848991052e-02,9.799538259808709739e+00,9.800000000166265934e+00
2.011699999999999875e+02,-1.997217371505834865e-02,9.301080141968061377e-02,9.799538261817868801e+00,9.800000002129388932e+00
2.011999999999999886e+02,-1.997217805790505590e-02,9.301080583153567560e-02,9.799538259604211987e+00,9.799999999966559017e+00
2.012350000000000136e+02,-1.997217368663661841e-02,9.301080143088896746e-02,9.799538261822142715e+00,9.800000002133710808e+00
2.012700000000000102e+02,-1.997217802507472717e-02,9.301080584049850608e-02,9.799538259610987012e+00,9.799999999973351805e+00
2.013000000000000114e+02,-1.997217803868272731e-02,9.301080587516835640e-02,9.799538259598637779e+00,9.799999999961359620e+00
2.013350000000000080e+02,-1.997217759510090326e-02,9.301080544390837035e-02,9.799538259821265029e+00,9.800000000178979320e+00
2.013650000000000091e+02,-1.997217521542508575e-02,9.301080305550842031e-02,9.799538261026453867e+00,9.800000001356593771e+00
2.014000000000000057e+02,-1.997217994541124544e-02,9.301080786058721350e-02,9.799538258616012243e+00,9.799999999001510531e+00
2.014350000000000023e+02,-1.997218076976692638e-02,9.301080871912922876e-02,9.799538258188983164e+00,9.799999998584329575e+00
2.014650000000000034e+02,-1.997218076026077704e-02,9.301080872730803362e-02,9.799538258190365170e+00,9.799999998585770200e+00
2.015000000000000000e+02,-1.997217636729595527e-02,9.301080438224951230e-02,9.799538260343499729e+00,9.800000000688612545e+00
2.015300000000000011e+02,-1.997217792400217407e-02,9.301080589394741804e-02,9.799538259625466097e+00,9.799999999988131094e+00
2.015649999999999977e+02,-1.997218072210033696e-02,9.301080875042155860e-02,9.799538258193651430e+00,9.799999998589196792e+00
2.015999999999999943e+02,-1.997217789861447865e-02,9.301080591420916865e-02,9.799538259624631209e+00,9.799999999987436539e+00
2.016299999999999955e+02,-1.997217830819620482e-02,9.301080634690020443e-02,9.799538259411034957e+00,9.799999999778792770e+00
2.016649999999999920e+02,-1.997217630713474593e-02,9.301080449043870602e-02,9.799538260282261604e+00,9.800000000628280361e+00
2.016949999999999932e+02,-1.997218222993762254e-02,9.301081018671319978e-02,9.799538257568391586e+00,9.799999997980672006e+00
2.017299999999999898e+02,-1.997218066491327285e-02,9.301080879274757629e-02,9.799538258197854290e+00,9.799999998593683870e+00
2.017649999999999864e+02,-1.997218220735331659e-02,9.301081015886020209e-02,9.799538257616598358e+00,9.799999998028566139e+00
2.017949999999999875e+02,-1.997218019736180308e-02,9.301080836383250616e-02,9.799538258422373360e+00,9.799999998813170521e+00
2.018300000000000125e+02,-1.997217782013543247e-02,9.301080597376711057e-02,9.799538259630933723e+00,9.799999999994144062e+00
2.018600000000000136e+02,-1.997217782910480285e-02,9.301080600034254686e-02,9.799538259623368219e+00,9.799999999986850341e+00
2.018950000000000102e+02,-1.997218019333873301e-02,9.301080841623461659e-02,9.799538258412855640e+00,9.799999998804141299e+00
2.019300000000000068e+02,-1.997217580113664487e-02,9.301080425075609892e-02,9.799538260392843370e+00,9.800000000735550998e+00
2.019600000000000080e+02,-1.997218059083120598e-02,9.301080885724206937e-02,9.799538258202401764e+00,9.799999998598693196e+00
2.019950000000000045e+02,-1.997218016343664873e-02,9.301080844603890063e-02,9.799538258414694170e+00,9.799999998806201873e+00
2.020250000000000057e+02,-1.997217774381731398e-02,9.301080601959092753e-02,9.799538259637136761e+00,9.800000000000627765e+00
2.020600000000000023e+02,-1.997217496225640529e-02,9.301080323470671540e-02,9.799538261039424825e+00,9.800000001370749558e+00
2.020949999999999989e+02,-1.997218210249855283e-02,9.301081016358053732e-02,9.799538257707386180e+00,9.799999998119179878e+00
2.021250000000000000e+02,-1.997217928289658079e-02,9.301080735247611864e-02,9.799538259114225269e+00,9.799999999493527625e+00
2.021599999999999966e+02,-1.997217771763282884e-02,9.301080607148770607e-02,9.799538259633958859e+00,9.799999999997888622e+00
