tiempo,a_x,a_y,a_z,a_mod
6.164500000000000313e+01,-1.995905801130900062e-02,9.300576006643757054e-02,9.799538334742887713e+00,9.800000000484573093e+00
6.167999999999999972e+01,-1.995905821998637114e-02,9.300576032207433230e-02,9.799538334739869683e+00,9.800000000484406115e+00
6.171000000000000085e+01,-1.995905827566178681e-02,9.300576032059860998e-02,9.799538334913526327e+00,9.800000000658155130e+00
6.174499999999999744e+01,-1.995905759056538012e-02,9.300575978902493601e-02,9.799538335399770261e+00,9.800000001137936678e+00
6.177499999999999858e+01,-1.995905777038259679e-02,9.300576001331596621e-02,9.799538335393251032e+00,9.800000001133911454e+00
6.181000000000000227e+01,-1.995905797910238477e-02,9.300576026776422034e-02,9.799538335391057231e+00,9.800000001134558048e+00
6.184499999999999886e+01,-1.995906112881502825e-02,9.300576334375751375e-02,9.799538333557308079e+00,9.799999999336501233e+00
6.187500000000000000e+01,-1.995906028043819419e-02,9.300576254016459932e-02,9.799538334231344905e+00,9.800000000001153566e+00
6.190999999999999659e+01,-1.995906049955531447e-02,9.300576280638823967e-02,9.799538334221464808e+00,9.799999999994247091e+00
6.193999999999999773e+01,-1.995906169631379151e-02,9.300576403813427817e-02,9.799538333549865143e+00,9.799999999336804990e+00
6.197500000000000142e+01,-1.995905985857953854e-02,9.300576225752184290e-02,9.799538334891964908e+00,9.800000000658199539e+00
6.200999999999999801e+01,-1.995905984067810474e-02,9.300576228720795757e-02,9.799538335038414871e+00,9.800000000804889311e+00
6.203999999999999915e+01,-1.995905935165489392e-02,9.300576194637399929e-02,9.799538335373629394e+00,9.800000001135856564e+00
6.207500000000000284e+01,-1.995905956157325786e-02,9.300576220157152907e-02,9.799538335372602660e+00,9.800000001137679106e+00
6.210499999999999687e+01,-1.995906268228780228e-02,9.300576524448296578e-02,9.799538333536041534e+00,9.799999999336439060e+00
6.214000000000000057e+01,-1.995906119261336986e-02,9.300576391853518365e-02,9.799538334545003337e+00,9.800000000329735172e+00
6.217499999999999716e+01,-1.995906332454015428e-02,9.300576597939240464e-02,9.799538333382852073e+00,9.799999999191539857e+00
6.220499999999999829e+01,-1.995906135643550627e-02,9.300576416588304807e-02,9.799538334691385799e+00,9.800000000478792828e+00
6.224000000000000199e+01,-1.995906144157182441e-02,9.300576419444989140e-02,9.799538334870497636e+00,9.800000000658339872e+00
6.227000000000000313e+01,-1.995906196937373769e-02,9.300576486633251039e-02,9.799538334536819661e+00,9.800000000332129702e+00
6.230499999999999972e+01,-1.995906217902458646e-02,9.300576512452067568e-02,9.799538334531888495e+00,9.800000000330076233e+00
6.234000000000000341e+01,-1.995906305521807922e-02,9.300576593565472450e-02,9.799538334194542344e+00,9.800000000002228262e+00
6.236999999999999744e+01,-1.995906323465098525e-02,9.300576615545073922e-02,9.799538334192066102e+00,9.800000000002203393e+00
6.240500000000000114e+01,-1.995906535905928036e-02,9.300576821627201674e-02,9.799538333026633907e+00,9.799999998860711159e+00
6.243500000000000227e+01,-1.995906465305274935e-02,9.300576765588094985e-02,9.799538333509143939e+00,9.799999999336442613e+00
6.246999999999999886e+01,-1.995906281434332505e-02,9.300576587430177400e-02,9.799538334851789045e+00,9.800000000658370070e+00
6.250500000000000256e+01,-1.995906403355789463e-02,9.300576713724875710e-02,9.799538334182972932e+00,9.800000000004054357e+00
6.253499999999999659e+01,-1.995906421291200605e-02,9.300576735668347750e-02,9.799538334180288857e+00,9.800000000003819878e+00
6.257000000000000028e+01,-1.995906353555360752e-02,9.300576682813536944e-02,9.799538334665589545e+00,9.800000000482700813e+00
6.260000000000000142e+01,-1.995906549461663043e-02,9.300576862196408001e-02,9.799538333682582092e+00,9.799999999520753846e+00
6.263499999999999801e+01,-1.995906481882813929e-02,9.300576809344822393e-02,9.799538334168820697e+00,9.800000000000578027e+00
6.267000000000000171e+01,-1.995906525230258313e-02,9.300576857263084807e-02,9.799538334018635055e+00,9.799999999855829813e+00
6.270000000000000284e+01,-1.995906396123607249e-02,9.300576732936489954e-02,9.799538334981971133e+00,9.800000000804692135e+00
6.273499999999999943e+01,-1.995906452166874498e-02,9.300576803351467969e-02,9.799538334653188798e+00,9.800000000483748863e+00
6.276500000000000057e+01,-1.995906559539055783e-02,9.300576904382991394e-02,9.799538334158073738e+00,9.800000000000432365e+00
6.279999999999999716e+01,-1.995906705762862457e-02,9.300577054667680255e-02,9.799538333331687667e+00,9.799999999191326694e+00
6.283500000000000085e+01,-1.995906511822987880e-02,9.300576876169844298e-02,9.799538334646429760e+00,9.800000000485116658e+00
6.286500000000000199e+01,-1.995906494692750027e-02,9.300576853559611168e-02,9.799538334968314501e+00,9.800000000804491407e+00
6.289999999999999858e+01,-1.995906662556707484e-02,9.300577025324943681e-02,9.799538333999398887e+00,9.799999999855341315e+00
6.292999999999999972e+01,-1.995906723866860966e-02,9.300577081780479760e-02,9.799538333794775014e+00,9.799999999657332594e+00
6.296500000000000341e+01,-1.995906678942226120e-02,9.300577050496332265e-02,9.799538334141544738e+00,9.800000000000203215e+00
6.300000000000000000e+01,-1.995906677109465094e-02,9.300577053486289159e-02,9.799538334287655417e+00,9.800000000146551926e+00
6.303000000000000114e+01,-1.995906526484374222e-02,9.300576916007352590e-02,9.799538335312945492e+00,9.800000001155678930e+00
6.306499999999999773e+01,-1.995906738659474974e-02,9.300577123547064395e-02,9.799538334133565343e+00,9.800000000000371969e+00
6.309499999999999886e+01,-1.995906822436340974e-02,9.300577201933449278e-02,9.799538333785550392e+00,9.799999999661519468e+00
6.313000000000000256e+01,-1.995906710443990512e-02,9.300577112855580586e-02,9.799538334486738833e+00,9.800000000351939633e+00
6.316499999999999915e+01,-1.995906798138505009e-02,9.300577196379768152e-02,9.799538334126591366e+00,9.800000000001523048e+00
6.319500000000000028e+01,-1.995906816195904335e-02,9.300577218465683194e-02,9.799538334122869898e+00,9.800000000000265388e+00
6.322999999999999687e+01,-1.995906962455438333e-02,9.300577368760025443e-02,9.799538333296007764e+00,9.799999999190683653e+00
6.325999999999999801e+01,-1.995906854195084526e-02,9.300577265355355894e-02,9.799538334120951433e+00,9.800000000003571188e+00
6.329500000000000171e+01,-1.995906964445366000e-02,9.300577372296560397e-02,9.799538333602894724e+00,9.799999999497932990e+00
6.332999999999999829e+01,-1.995906829884130582e-02,9.300577257947696685e-02,9.799538334479581891e+00,9.800000000360986618e+00
6.335999999999999943e+01,-1.995906892035200289e-02,9.300577316458939758e-02,9.799538334257981376e+00,9.800000000146214418e+00
6.339500000000000313e+01,-1.995907038499613456e-02,9.300577466980099184e-02,9.799538333429795856e+00,9.799999999335335943e+00
6.342499999999999716e+01,-1.995906829051842177e-02,9.300577262696074765e-02,9.799538334922102578e+00,9.800000000803919420e+00
6.346000000000000085e+01,-1.995907099762387477e-02,9.300577536855282601e-02,9.799538333277171276e+00,9.799999999190598388e+00
6.349499999999999744e+01,-1.995906994458824038e-02,9.300577436991679103e-02,9.799538334101558945e+00,9.800000000003324274e+00
6.352499999999999858e+01,-1.995906911465247444e-02,9.300577358322344168e-02,9.799538334764591241e+00,9.800000000657169252e+00
6.356000000000000227e+01,-1.995907011516807189e-02,9.300577462686632213e-02,9.799538334241503890e+00,9.800000000146049217e+00
6.359000000000000341e+01,-1.995906950279290049e-02,9.300577405828380773e-02,9.799538334759448688e+00,9.800000000657325572e+00
6.362500000000000000e+01,-1.995906948494636027e-02,9.300577408833685111e-02,9.799538334905626868e+00,9.800000000803745337e+00
6.365999999999999659e+01,-1.995907026917215915e-02,9.300577498587020431e-02,9.799538334457077227e+00,9.800000000365333364e+00
6.368999999999999773e+01,-1.995907214741973398e-02,9.300577682607752417e-02,9.799538333405855894e+00,9.799999999335451406e+00
6.372500000000000142e+01,-1.995906941460920056e-02,9.300577422267783390e-02,9.799538335270559841e+00,9.800000001169792085e+00
6.375500000000000256e+01,-1.995907026112034993e-02,9.300577503777061883e-02,9.799538334895119718e+00,9.800000000803830602e+00
6.378999999999999915e+01,-1.995907046970833015e-02,9.300577529352556383e-02,9.799538334892208269e+00,9.800000000803771982e+00
6.382500000000000284e+01,-1.995907001214916252e-02,9.300577495231894531e-02,9.799538335263589417e+00,9.800000001170964481e+00
6.385499999999999687e+01,-1.995907210432444276e-02,9.300577700829419647e-02,9.799538334068321532e+00,9.799999999999526423e+00
6.389000000000000057e+01,-1.995907253679158819e-02,9.300577748700877834e-02,9.799538333917713118e+00,9.799999999854348331e+00
6.392000000000000171e+01,-1.995907057995620001e-02,9.300577565323538132e-02,9.799538335249815546e+00,9.800000001165001251e+00
6.395499999999999829e+01,-1.995907269282026081e-02,9.300577773234583456e-02,9.799538334064301637e+00,9.800000000003576517e+00
6.399000000000000199e+01,-1.995907482321444132e-02,9.300577982963123547e-02,9.799538332865401102e+00,9.799999998828976544e+00
6.401999999999999602e+01,-1.995907500285926117e-02,9.300578004820690692e-02,9.799538332863827250e+00,9.799999998829841630e+00
6.405500000000000682e+01,-1.995907330806734672e-02,9.300577847959146105e-02,9.799538334045481136e+00,9.799999999993101341e+00
6.408499999999999375e+01,-1.995907347745206131e-02,9.300577868885948063e-02,9.799538334049980648e+00,9.799999999999931433e+00
6.412000000000000455e+01,-1.995907244170252309e-02,9.300577770633898511e-02,9.799538334865484757e+00,9.800000000803963829e+00
6.415500000000000114e+01,-1.995907389546382540e-02,9.300577920018085476e-02,9.799538334044106236e+00,9.799999999999762679e+00
6.418500000000000227e+01,-1.995907496013280685e-02,9.300578022439480452e-02,9.799538333533018175e+00,9.799999999500586867e+00
6.421999999999999886e+01,-1.995907429413741607e-02,9.300577968558762509e-02,9.799538334032094511e+00,9.799999999993168842e+00
6.425000000000000000e+01,-1.995907571687843482e-02,9.300578114223474746e-02,9.799538333212884922e+00,9.799999999190719180e+00
6.428499999999999659e+01,-1.995907342784639105e-02,9.300577891209022008e-02,9.799538334852531563e+00,9.800000000804462985e+00
6.431999999999999318e+01,-1.995907386333182695e-02,9.300577939346929557e-02,9.799538334700683251e+00,9.800000000658076971e+00
6.434999999999999432e+01,-1.995907572027002044e-02,9.300578118859702259e-02,9.799538333685774205e+00,9.799999999664034789e+00
6.438500000000000512e+01,-1.995907528099389455e-02,9.300578089300354234e-02,9.799538334019324282e+00,9.799999999993868727e+00
6.441500000000000625e+01,-1.995907544930082197e-02,9.300578110133793375e-02,9.799538334023592867e+00,9.800000000000457234e+00
6.445000000000000284e+01,-1.995907668606705307e-02,9.300578237998419207e-02,9.799538333344512964e+00,9.799999999336062473e+00
6.448499999999999943e+01,-1.995907519843276648e-02,9.300578105175195953e-02,9.799538334357345448e+00,9.800000000333211503e+00
6.451500000000000057e+01,-1.994862792197558618e-02,9.300144505500053393e-02,9.799541710704904318e+00,9.800003314100637297e+00
6.454999999999999716e+01,1.865392009588350344e-02,6.684135722931676404e-02,9.806002822121312690e+00,9.806248369443961721e+00
6.457999999999999829e+01,2.630793630466020383e-02,6.165654260177563795e-02,9.807334087626738750e+00,9.807563180682732806e+00
6.461499999999999488e+01,2.671660519610128195e-02,6.144918178459349983e-02,9.807486318026908734e+00,9.807715210854167864e+00
6.465000000000000568e+01,3.370310855931634569e-02,5.664840210845233093e-02,9.808811448124352239e+00,9.809032927146455805e+00
6.468000000000000682e+01,3.364458679317882533e-02,5.668919694907192941e-02,9.808961468103992942e+00,9.809182978516613360e+00
6.471500000000000341e+01,3.329547321357574641e-02,5.693668671640961937e-02,9.809128204710310328e+00,9.809349953553194723e+00
6.474500000000000455e+01,8.012525501640277437e-04,7.895310996982943252e-02,9.803939095749129251e+00,9.804257036039896178e+00
6.478000000000000114e+01,3.130288265721022090e-02,5.833064483432192499e-02,9.809372904831027640e+00,9.809596277147319299e+00
6.481499999999999773e+01,1.969623193183921844e-02,6.618232421040753932e-02,9.807783234452328358e+00,9.808026305816802903e+00
6.484499999999999886e+01,1.887650391514292258e-02,6.672018265619650279e-02,9.808029239390883447e+00,9.808274336799529536e+00
6.487999999999999545e+01,2.346964672355904280e-02,6.358356622447022821e-02,9.809300829097375996e+00,9.809534976233155845e+00
6.490999999999999659e+01,2.321390096976688744e-02,6.376820658544327114e-02,9.809711514504973806e+00,9.809946241808914280e+00
6.494499999999999318e+01,2.072361975156507274e-02,6.544624056093964470e-02,9.809901936323424110e+00,9.810142133481106086e+00
6.498000000000000398e+01,2.001119013398238583e-02,6.593086667958933389e-02,9.810481458887910122e+00,9.810723407684836417e+00
6.501000000000000512e+01,1.731395506507141940e-02,6.778001264935590298e-02,9.810656685847808589e+00,9.810906100392820406e+00
6.504500000000000171e+01,6.584353933342806942e-04,7.903676733036775481e-02,9.808649548325817591e+00,9.808967999030247853e+00
6.507500000000000284e+01,-2.679292061694538152e-03,8.129931559911260375e-02,9.808847917411025463e+00,9.809185196754185654e+00
6.510999999999999943e+01,4.714915208474057540e-03,7.631288204727813829e-02,9.811122479261205953e+00,9.811420396122894516e+00
6.514499999999999602e+01,-1.117446622940086731e-02,8.708188060319427271e-02,9.809390704718412124e+00,9.809783591927034863e+00
6.517499999999999716e+01,-1.447898727461555124e-02,8.925057790402243785e-02,9.809744921553971153e+00,9.810161605839255117e+00
6.520999999999999375e+01,-9.550769284242713320e-03,8.599147319442687620e-02,9.811621562834627497e+00,9.812003029093370188e+00
6.523999999999999488e+01,5.985293287301246545e-02,3.932761824618301316e-02,9.822739949082514244e+00,9.823001025268803588e+00
6.527500000000000568e+01,3.722809606676105720e-03,7.690010288171783559e-02,9.812974263828147414e+00,9.813276282042005860e+00
6.531000000000000227e+01,4.532223716225941557e-03,7.638015604961029270e-02,9.812724715481852655e+00,9.813023021022541315e+00
6.534000000000000341e+01,5.800484583727366639e-03,7.554129057623987231e-02,9.812678770736507516e+00,9.812971251861805300e+00
6.537500000000000000e+01,7.158601424549201897e-03,7.464197323110413618e-02,9.812690290781068470e+00,9.812976786507306315e+00
6.540500000000000114e+01,7.508485809062867555e-03,7.442105024470627161e-02,9.812638414624414551e+00,9.812923495383087058e+00
6.543999999999999773e+01,7.321827932292246377e-03,7.456429545451322138e-02,9.812565521146401792e+00,9.812851550396146649e+00
6.547499999999999432e+01,-3.451132195206790820e-03,8.208707558202087140e-02,9.811007164470090913e+00,9.811351169924277471e+00
6.550499999999999545e+01,-3.441560910180524457e-03,8.205370091314201364e-02,9.811084340494064193e+00,9.811428060708740517e+00
6.554000000000000625e+01,-3.895860168556780634e-03,8.233300902306535385e-02,9.811180645171569736e+00,9.811526871710155362e+00
6.556999999999999318e+01,-4.613683800098855592e-03,8.279743865563077287e-02,9.811280612303017179e+00,9.811631054787945061e+00
6.560500000000000398e+01,-5.688439211884305236e-03,8.350329697428734987e-02,9.811442339763276621e+00,9.811799322522128719e+00
6.564000000000000057e+01,-6.397604169464457535e-03,8.396920434430363289e-02,9.811757102266243535e+00,9.812118486366204095e+00
6.567000000000000171e+01,-8.426056507019427655e-03,8.532617596080692424e-02,9.811861508173382873e+00,9.812236126913518319e+00
6.570499999999999829e+01,-9.193282376344688589e-02,1.417444394791639584e-01,9.798445653184492343e+00,9.799902058113563186e+00
6.573499999999999943e+01,-9.182118897062081786e-02,1.417370312047944447e-01,9.798461969164858232e+00,9.799917217912037515e+00
6.576999999999999602e+01,-9.182056515968452237e-02,1.417332979687138117e-01,9.798467664673795596e+00,9.799922852737019241e+00
6.580500000000000682e+01,-9.182395537802699736e-02,1.417307117352785695e-01,9.798472908394998626e+00,9.799928090041325035e+00
6.583499999999999375e+01,-9.182515517740191813e-02,1.417282898762247390e-01,9.798477132339826312e+00,9.799932289575327360e+00
6.587000000000000455e+01,-9.183597701673855418e-02,1.417237274833223759e-01,9.798481684088985233e+00,9.799936876073932268e+00
6.590000000000000568e+01,-9.182784377206541782e-02,1.417247565290800093e-01,9.798485057831756606e+00,9.799940187983661843e+00
6.593500000000000227e+01,-9.182994769948797653e-02,1.417208056044167164e-01,9.798489682265680401e+00,9.799944774308814388e+00
6.596999999999999886e+01,-9.182924346029562590e-02,1.417188961940939740e-01,9.798493369631781746e+00,9.799948426915875643e+00
6.600000000000000000e+01,-9.183132828492922284e-02,1.417175895285860410e-01,9.798496276818829287e+00,9.799951334311248985e+00
6.603499999999999659e+01,-9.183141971181944807e-02,1.417153141210734935e-01,9.798499735481325246e+00,9.799954760412434851e+00
6.606499999999999773e+01,-9.183240635835343557e-02,1.417138616188076405e-01,9.798502383462617260e+00,9.799957396241836705e+00
6.609999999999999432e+01,-9.183124283798843601e-02,1.417125436145701134e-01,9.798505313427703811e+00,9.799960295809867716e+00
6.613500000000000512e+01,-9.183438256209724981e-02,1.417107498651365982e-01,9.798507986478446341e+00,9.799962971946873935e+00
6.616500000000000625e+01,-9.183513942417217968e-02,1.417095428170238591e-01,9.798510162823358627e+00,9.799965137606925225e+00
6.620000000000000284e+01,-9.183801371740961395e-02,1.417089944604372764e-01,9.798512286190375065e+00,9.799967279664675956e+00
6.623000000000000398e+01,-9.183667341398669970e-02,1.417071787486647028e-01,9.798514435346715956e+00,9.799969389686410182e+00
6.626500000000000057e+01,-9.183937119376879565e-02,1.417056628157599141e-01,9.798516509965894627e+00,9.799971467358950861e+00
6.629999999999999716e+01,-9.183478716830298372e-02,1.417052471998529184e-01,9.798518544601677149e+00,9.799973452725327050e+00
6.632999999999999829e+01,-9.183530556483295026e-02,1.417043641055270031e-01,9.798520111256378229e+00,9.799975011236019995e+00
6.636499999999999488e+01,-9.184107566464966288e-02,1.417027235808001329e-01,9.798521731900462939e+00,9.799976661991347981e+00
6.639499999999999602e+01,-9.184152414989829594e-02,1.417019510737549948e-01,9.798523104523161109e+00,9.799978027443250639e+00
6.643000000000000682e+01,-9.184011531269446749e-02,1.417014879712082676e-01,9.798524610025667769e+00,9.799979512823103533e+00
6.646500000000000341e+01,-9.184038737032830524e-02,1.417006311443784750e-01,9.798526031026236538e+00,9.799980923773158992e+00
6.649500000000000455e+01,-9.184077836879753209e-02,1.417000076053090696e-01,9.798527149190148222e+00,9.799982036419411457e+00
6.653000000000000114e+01,-9.184253430449096367e-02,1.416991209119919104e-01,9.798528359609932181e+00,9.799983250294605597e+00
6.656000000000000227e+01,-9.184161845595364970e-02,1.416988071625944756e-01,9.798529348712060383e+00,9.799984226130341369e+00
6.659499999999999886e+01,-9.184308590706966036e-02,1.416978226464034596e-01,9.798530421792111866e+00,9.799985298568421044e+00
6.662999999999999545e+01,-9.184230293027556558e-02,1.416976373653637544e-01,9.798531427362030755e+00,9.799986293972244411e+00
6.665999999999999659e+01,-9.184005364494461643e-02,1.416976126517982826e-01,9.798532303732720550e+00,9.799987148776185819e+00
6.669499999999999318e+01,-9.184273741981663353e-02,1.416966424716390727e-01,9.798533129537485564e+00,9.799987985581827488e+00
6.672499999999999432e+01,-9.184341179670192645e-02,1.416958971777139698e-01,9.798533826599017615e+00,9.799988678083900950e+00
6.676000000000000512e+01,-9.184521266569366238e-02,1.416965629901422163e-01,9.798534364985895806e+00,9.799989242895238206e+00
6.679500000000000171e+01,-9.184368357094303825e-02,1.416950531745427844e-01,9.798535322960681526e+00,9.799990164567217832e+00
6.682500000000000284e+01,-9.184361812285343762e-02,1.416950678300672450e-01,9.798535911336008652e+00,9.799990752453730636e+00
6.685999999999999943e+01,-9.184396926617192924e-02,1.416947685654488809e-01,9.798536525103164863e+00,9.799991365093655205e+00
6.689000000000000057e+01,-9.184266402140009444e-02,1.416949568501429113e-01,9.798537094127297564e+00,9.799991924523199671e+00
6.692499999999999716e+01,-9.184419514166296261e-02,1.416941253438901982e-01,9.798537602929050294e+00,9.799992435576303507e+00
6.695999999999999375e+01,-9.184446892486401726e-02,1.416938736861078629e-01,9.798538107199032510e+00,9.799992938698673939e+00
6.698999999999999488e+01,-9.184647573755713723e-02,1.416943418857640469e-01,9.798538294380046310e+00,9.799993151429243099e+00
6.702500000000000568e+01,-9.184482077396485811e-02,1.416934099346282838e-01,9.798538967510966202e+00,9.799993795475218761e+00
6.705500000000000682e+01,-9.184481754391014829e-02,1.416927845789181517e-01,9.798539347283693246e+00,9.799994166119597949e+00
6.709000000000000341e+01,-9.184502243303489799e-02,1.416929630121184225e-01,9.798539735675763751e+00,9.799994558954089996e+00
6.712500000000000000e+01,-9.184313345594997957e-02,1.416919972045654619e-01,9.798540352445234802e+00,9.799995143964736144e+00
6.715500000000000114e+01,-9.184532771182918331e-02,1.416926187412601013e-01,9.798540394009000565e+00,9.799995215073030508e+00
6.718999999999999773e+01,-9.184699314560253181e-02,1.416930205937448062e-01,9.798540530423556660e+00,9.799995372886051825e+00
6.721999999999999886e+01,-9.184537171678879008e-02,1.416922329009497605e-01,9.798540999070560531e+00,9.799995814878542433e+00
6.725499999999999545e+01,-9.184544469131009081e-02,1.416916938971290729e-01,9.798541287384566090e+00,9.799996096040546334e+00
6.729000000000000625e+01,-9.186530004978299413e-02,1.416914742056153975e-01,9.798525515263344587e+00,9.799980509188912947e+00
6.731999999999999318e+01,-9.184547528354351786e-02,1.416918224519115588e-01,9.798541906056671635e+00,9.799996716766210980e+00
6.735500000000000398e+01,-9.184542286123055510e-02,1.416916483054627141e-01,9.798542159105009475e+00,9.799996966767812623e+00
6.738500000000000512e+01,-9.184549203499434156e-02,1.416915501127367361e-01,9.798542327933303042e+00,9.799997134799637521e+00
6.742000000000000171e+01,-9.190427140709146736e-02,1.416900555332412659e-01,9.798494485075245564e+00,9.799949828493504711e+00
6.745499999999999829e+01,-9.184238508415044910e-02,1.416906111584129158e-01,9.798543974287280633e+00,9.799998738215732530e+00
6.748499999999999943e+01,-9.184523242600226012e-02,1.416913075303732894e-01,9.798543219618860434e+00,9.799998020412443722e+00
6.751999999999999602e+01,-9.184374800995015464e-02,1.416908715986733291e-01,9.798543426142259705e+00,9.799998206690581526e+00
6.754999999999999716e+01,-9.184517846684718545e-02,1.416911134054144594e-01,9.798543483511316765e+00,9.799998280953305496e+00
6.758499999999999375e+01,-9.184529892888763924e-02,1.416910475409741133e-01,9.798543580766251537e+00,9.799998378370483820e+00
6.762000000000000455e+01,-9.184574709477064114e-02,1.416912739109123243e-01,9.798543914432917390e+00,9.799998719460745633e+00
6.765000000000000568e+01,-9.190734504086880974e-02,1.416902349963839181e-01,9.798494450422081670e+00,9.799949825265336756e+00
6.768500000000000227e+01,-9.184051855107129569e-02,1.416895135671759620e-01,9.798545408626001318e+00,9.800000138980015763e+00
6.771500000000000341e+01,-9.184516863439529111e-02,1.416907418708953925e-01,9.798544012377375267e+00,9.799998804276963682e+00
6.775000000000000000e+01,-9.184567444705547812e-02,1.416908186851969231e-01,9.798543938373953210e+00,9.799998736135593802e+00
6.778499999999999659e+01,-9.184524674832315883e-02,1.416906416194741447e-01,9.798544173980845429e+00,9.799998965139065987e+00
6.781499999999999773e+01,-9.184570843277847785e-02,1.416907210912476400e-01,9.798544082638091623e+00,9.799998879285794828e+00
6.784999999999999432e+01,-9.190545419344078870e-02,1.416891642618685887e-01,9.798495432503633751e+00,9.799950773987301744e+00
6.787999999999999545e+01,-9.184522158527727576e-02,1.416904911315927940e-01,9.798544385091119580e+00,9.799999173806385855e+00
6.791500000000000625e+01,-9.184534349945144838e-02,1.416904803665593182e-01,9.798544408814105822e+00,9.799999198512784560e+00
6.795000000000000284e+01,-9.184544584385540000e-02,1.416904673284240523e-01,9.798544427580557326e+00,9.799999218047110716e+00
6.798000000000000398e+01,-9.184626133033071960e-02,1.416905714165131169e-01,9.798544701214504826e+00,9.799999500788127094e+00
6.801500000000000057e+01,-9.184512748240628022e-02,1.416903114669194885e-01,9.798544610075024863e+00,9.799999395277337655e+00
6.804500000000000171e+01,-9.184512342027806309e-02,1.416902798519213136e-01,9.798544665321895053e+00,9.799999450020839831e+00
6.807999999999999829e+01,-9.184529582157910377e-02,1.416902961204120626e-01,9.798544648715880712e+00,9.799999435268242465e+00
6.811499999999999488e+01,-9.184524198472479584e-02,1.416902526887390823e-01,9.798544699179831952e+00,9.799999484592202492e+00
6.814499999999999602e+01,-9.184518004256334023e-02,1.416902112182463758e-01,9.798544751767815697e+00,9.799999535992270694e+00
6.818000000000000682e+01,-9.184791756467911017e-02,1.416909401828584103e-01,9.798543928130648339e+00,9.799998748673228732e+00
6.820499999999999829e+01,-9.184750456040229050e-02,1.416908142101000745e-01,9.798544073409681587e+00,9.799998888238583561e+00
6.824500000000000455e+01,-9.184339311775606418e-02,1.416896474729774924e-01,9.798545404793509661e+00,9.800000164023488836e+00
6.828000000000000114e+01,-9.184554341470779759e-02,1.416902204615178296e-01,9.798544757938167038e+00,9.799999545700861958e+00
6.831000000000000227e+01,-9.184536731599714232e-02,1.416901562343703957e-01,9.798544828776103444e+00,9.799999613949280430e+00
6.834499999999999886e+01,-9.184518950408612770e-02,1.416900877684662274e-01,9.798544914513394488e+00,9.799999697017504730e+00
6.837500000000000000e+01,-9.184526360224813668e-02,1.416900949328950832e-01,9.798544906802218790e+00,9.799999690105503092e+00
6.840999999999999659e+01,-9.184533958044889534e-02,1.416900974230803634e-01,9.798544911263826762e+00,9.799999695314518533e+00
6.844499999999999318e+01,-9.184519840781903144e-02,1.416900431364876423e-01,9.798544976389317540e+00,9.799999758322391230e+00
6.847499999999999432e+01,-9.184522273967904438e-02,1.416900381758904315e-01,9.798544981611422955e+00,9.799999763700038002e+00
6.851000000000000512e+01,-9.184658248540400471e-02,1.416901483427176756e-01,9.798545123348123553e+00,9.799999919752087507e+00
6.854000000000000625e+01,-9.184657765447373778e-02,1.416901310935718417e-01,9.798545145776445864e+00,9.799999941882413523e+00
6.857500000000000284e+01,-9.184514173957909755e-02,1.416899875376742834e-01,9.798545046702811234e+00,9.799999827290498899e+00
6.860999999999999943e+01,-9.184659960955385283e-02,1.416901045261345082e-01,9.798545171292015965e+00,9.799999967215844876e+00
6.864000000000000057e+01,-9.184564740368669766e-02,1.416900949332387250e-01,9.798544928044135460e+00,9.799999714941254325e+00
6.867499999999999716e+01,-9.184527452242213785e-02,1.416899896680492710e-01,9.798545046114446322e+00,9.799999827977456945e+00
6.870499999999999829e+01,-9.184518552333721664e-02,1.416899555436842151e-01,9.798545086281096772e+00,9.799999866810672700e+00
6.873999999999999488e+01,-9.184534098764481069e-02,1.416899890917745208e-01,9.798545053468906474e+00,9.799999835945403248e+00
6.877500000000000568e+01,-9.184521827513450476e-02,1.416899474239316503e-01,9.798545102135374663e+00,9.799999882852150179e+00
6.880500000000000682e+01,-9.184527586155384615e-02,1.416899597951264966e-01,9.798545085925656650e+00,9.799999867363400341e+00
6.884000000000000341e+01,-9.184497874380700977e-02,1.416898853825512561e-01,9.798545097466096365e+00,9.799999875041685016e+00
6.887000000000000455e+01,-9.184664594588862196e-02,1.416900272023995933e-01,9.798545252050384846e+00,9.800000047278533799e+00
6.890500000000000114e+01,-9.184516215843939457e-02,1.416899071045362724e-01,9.798545152151293181e+00,9.799999931751775861e+00
6.893999999999999773e+01,-9.184491462732656542e-02,1.416898718244276323e-01,9.798545117797397452e+00,9.799999894573048209e+00
6.896999999999999886e+01,-9.184666278495147440e-02,1.416900083826583834e-01,9.798545269840881033e+00,9.800000064952108403e+00
6.900499999999999545e+01,-9.184515888099269165e-02,1.416898911577525455e-01,9.798545172558618788e+00,9.799999951894793782e+00
6.903499999999999659e+01,-9.184527536116185442e-02,1.416899218282756390e-01,9.798545137007090844e+00,9.799999917883630118e+00
6.906999999999999318e+01,-9.184667338444089946e-02,1.416899917885745541e-01,9.798545286841440216e+00,9.800000081809562502e+00
6.910500000000000398e+01,-9.184515301672453724e-02,1.416898766226592221e-01,9.798545192961320538e+00,9.799999972029358020e+00
6.913500000000000512e+01,-9.184518631111029952e-02,1.416898835203928841e-01,9.798545182592327762e+00,9.799999962073666637e+00
6.917000000000000171e+01,-9.184529542836786242e-02,1.416898997907096724e-01,9.798545155937535611e+00,9.799999936680711343e+00
